"id","title","release_date","popularity","vote_average","vote_count","budget","revenue","runtime","Year","Film","Producer(s)","Year_Numeric","Is_Oscar_Winner"
44943,"Battle: Los Angeles","2011-03-08",4.2213,5.815,3707,70000000,211800000,116,NA,NA,NA,NA,"No"
38050,"The Adjustment Bureau","2011-03-03",4.2142,6.778,4894,50200000,127900000,106,NA,NA,NA,NA,"No"
59965,"Abduction","2011-09-22",4.1932,5.839,3014,35000000,82087155,106,NA,NA,NA,NA,"No"
49517,"Tinker Tailor Soldier Spy","2011-09-16",4.1276,6.627,2900,30000000,81515369,127,NA,NA,NA,NA,"No"
46529,"I Am Number Four","2011-02-18",4.1106,6.175,4958,50000000,149900000,109,NA,NA,NA,NA,"No"
83389,"From Up on Poppy Hill","2011-07-16",4.0666,7.523,1931,22000000,61037844,91,NA,NA,NA,NA,"No"
120475,"Dragon Ball: Episode of Bardock","2011-12-17",4.062,7.035,437,0,0,20,NA,NA,NA,NA,"No"
52451,"The Three Musketeers","2011-08-31",4.005,5.8,2773,75000000,132274484,110,NA,NA,NA,NA,"No"
50839,"Margin Call","2011-09-28",3.9815,6.864,2076,3500000,19504039,107,NA,NA,NA,NA,"No"
37430,"Conan the Barbarian","2011-08-17",3.9644,5.31,1995,90000000,63523283,113,NA,NA,NA,NA,"No"
75900,"My Week with Marilyn","2011-11-23",3.936,6.677,1355,6400000,35100000,99,NA,NA,NA,NA,"No"
73454,"X","2011-11-23",3.933,6.4,320,0,0,90,NA,NA,NA,NA,"No"
64586,"Sleeping Beauty","2011-06-10",3.9295,5.37,679,10000000,408680,102,NA,NA,NA,NA,"No"
60307,"Diary of a Wimpy Kid: Rodrick Rules","2011-03-25",3.9197,6.709,1244,18000000,72200000,99,NA,NA,NA,NA,"No"
79707,"Children Who Chase Lost Voices","2011-05-07",3.9091,7.247,776,0,0,116,NA,NA,NA,NA,"No"
49021,"Killer Elite","2011-09-22",3.9074,6.267,2306,66000000,57777106,116,NA,NA,NA,NA,"No"
71859,"We Need to Talk About Kevin","2011-09-28",3.8903,7.545,3078,7000000,10800000,113,NA,NA,NA,NA,"No"
60935,"The Thing","2011-10-12",3.824,6.229,3184,35000000,31505287,103,NA,NA,NA,NA,"No"
50456,"Hanna","2011-04-07",3.8153,6.586,3646,30000000,63782078,111,NA,NA,NA,NA,"No"
45772,"Gnomeo & Juliet","2011-01-13",3.8145,5.901,2066,36000000,189712432,84,NA,NA,NA,NA,"No"
63197,"Megan Is Missing","2011-05-01",3.786,6.159,832,0,0,86,NA,NA,NA,NA,"No"
24428,"The Avengers","2012-04-25",45.1545,8.016,37642,220000000,1518815515,143,NA,NA,NA,NA,"No"
107257,"A Perfect Ending","2012-06-01",17.897,6.224,134,175000,0,110,NA,NA,NA,NA,"No"
62177,"Brave","2012-06-21",17.5296,7.022,14111,185000000,538983207,93,NA,NA,NA,NA,"No"
49051,"The Hobbit: An Unexpected Journey","2012-12-12",15.4053,7.371,19561,250000000,1021103568,169,NA,NA,NA,NA,"No"
49026,"The Dark Knight Rises","2012-07-17",15.1875,7.794,24266,250000000,1081041287,165,NA,NA,NA,NA,"No"
72105,"Ted","2012-06-29",13.8752,6.449,13116,50000000,549368315,107,NA,NA,NA,NA,"No"
1930,"The Amazing Spider-Man","2012-06-23",13.7236,6.733,18440,215000000,758725893,136,NA,NA,NA,NA,"No"
50620,"The Twilight Saga: Breaking Dawn - Part 2","2012-11-13",12.3804,6.456,9347,120000000,829747654,115,NA,NA,NA,NA,"No"
68718,"Django Unchained","2012-12-25",12.2172,8.19,27932,100000000,425368238,165,NA,NA,NA,NA,"No"
84308,"Madrid, 1987","2012-04-13",12.1488,6.542,71,0,0,104,NA,NA,NA,NA,"No"
122126,"The Concubine","2012-06-06",11.8526,5.8,110,0,16465764,122,NA,NA,NA,NA,"No"
82690,"Wreck-It Ralph","2012-11-01",10.7571,7.356,13027,165000000,471222889,101,NA,NA,NA,NA,"No"
76492,"Hotel Transylvania","2012-09-20",9.6202,6.963,9149,85000000,358375603,91,NA,NA,NA,NA,"No"
57800,"Ice Age: Continental Drift","2012-06-27",9.5896,6.383,8072,95000000,877244782,88,NA,NA,NA,NA,"No"
82693,"Silver Linings Playbook","2012-11-16",9.5383,7.151,12615,21000000,236412453,122,NA,NA,NA,NA,"No"
57214,"Project X","2012-03-01",9.5275,6.884,6769,12000000,102731865,88,NA,NA,NA,NA,"No"
49529,"John Carter","2012-03-07",9.399,6.359,6065,263700000,284100000,132,NA,NA,NA,NA,"No"
70981,"Prometheus","2012-05-30",9.2496,6.594,13203,130000000,403354469,124,NA,NA,NA,NA,"No"
44833,"Battleship","2012-04-11",8.9642,5.886,5918,209000000,303025485,131,NA,NA,NA,NA,"No"
80321,"Madagascar 3: Europe's Most Wanted","2012-06-06",8.4511,6.63,6532,145000000,746921274,93,NA,NA,NA,NA,"No"
87827,"Life of Pi","2012-11-20",8.4028,7.407,13729,120000000,609016565,127,NA,NA,NA,NA,"No"
37724,"Skyfall","2012-10-24",8.1918,7.26,16080,200000000,1108594176,143,NA,NA,NA,NA,"No"
76493,"The Dictator","2012-05-15",8.0299,6.224,6411,65000000,179379533,83,NA,NA,NA,NA,"No"
87428,"That's My Boy","2012-06-14",7.9327,5.8,2142,70000000,57719093,116,NA,NA,NA,NA,"No"
73723,"The Lorax","2012-03-01",7.8308,6.524,3853,70000000,349305397,86,NA,NA,NA,NA,"No"
70160,"The Hunger Games","2012-03-12",7.492,7.222,23229,75000000,6.94e+08,142,NA,NA,NA,NA,"No"
59967,"Looper","2012-09-26",7.438,6.907,10852,30000000,47042000,118,NA,NA,NA,NA,"No"
114150,"Pitch Perfect","2012-09-28",7.3911,7.273,6849,17000000,115647426,112,NA,NA,NA,NA,"No"
64688,"21 Jump Street","2012-03-14",7.2779,6.886,10978,42000000,201585328,109,NA,NA,NA,NA,"No"
81188,"Rise of the Guardians","2012-11-21",7.2545,7.372,7117,145000000,306941670,97,NA,NA,NA,NA,"No"
82507,"Sinister","2012-03-29",7.2234,6.875,6003,3000000,82515113,110,NA,NA,NA,NA,"No"
64635,"Total Recall","2012-08-02",6.9559,6.03,5850,125000000,198800000,118,NA,NA,NA,NA,"No"
112160,"Sexual Chronicles of a French Family","2012-05-09",6.9247,5.379,402,0,0,85,NA,NA,NA,NA,"No"
22970,"The Cabin in the Woods","2012-04-12",6.8866,6.647,8495,30000000,71038838,95,NA,NA,NA,NA,"No"
76163,"The Expendables 2","2012-08-08",6.8675,6.352,7149,100000000,314975955,103,NA,NA,NA,NA,"No"
75780,"Jack Reacher","2012-12-20",6.8408,6.66,7595,60000000,218300000,130,NA,NA,NA,NA,"No"
82695,"Les Misérables","2012-12-18",6.8124,7.307,5560,61000000,442636309,158,NA,NA,NA,NA,"No"
125509,"Wrong Turn 5: Bloodlines","2012-10-18",6.7502,5.5,1037,3000000,0,91,NA,NA,NA,NA,"No"
41154,"Men in Black 3","2012-05-23",6.6748,6.541,10942,225000000,654213485,106,NA,NA,NA,NA,"No"
71552,"American Reunion","2012-04-04",6.6288,6.303,4689,50000000,234989584,114,NA,NA,NA,NA,"No"
82675,"Taken 2","2012-09-27",6.5834,6.363,7079,45000000,376100000,91,NA,NA,NA,NA,"No"
77877,"The Lucky One","2012-04-19",6.4157,7.17,3815,25000000,99400000,101,NA,NA,NA,NA,"No"
84892,"The Perks of Being a Wallflower","2012-09-20",6.2577,7.802,11161,13000000,33384127,103,NA,NA,NA,NA,"No"
49040,"The Bourne Legacy","2012-08-08",6.2137,6.244,6099,130000000,276600000,135,NA,NA,NA,NA,"No"
109689,"I Want You","2012-06-22",6.1092,7.446,1954,0,24016152,123,NA,NA,NA,NA,"No"
57165,"Wrath of the Titans","2012-03-28",6.0528,5.76,4490,150000000,301970083,99,NA,NA,NA,NA,"No"
49049,"Dredd","2012-09-07",5.9489,6.86,5504,50000000,41037742,96,NA,NA,NA,NA,"No"
83542,"Cloud Atlas","2012-10-26",5.8328,6.894,7495,102000000,130482868,172,NA,NA,NA,NA,"No"
110420,"Wolf Children","2012-07-21",5.7856,8.2,2464,0,55262158,117,NA,NA,NA,NA,"No"
77866,"Contraband","2012-01-12",5.7403,6.333,2200,25000000,96262212,109,NA,NA,NA,NA,"No"
68734,"Argo","2012-10-11",5.7376,7.285,8916,44500000,232300000,120,"2012(85th)","Argo","Grant Heslov, Ben Affleck, and George Clooney",2012,"Yes"
87502,"Flight","2012-02-22",5.6437,6.859,6421,31000000,161772575,138,NA,NA,NA,NA,"No"
137409,"Cold War","2012-11-08",5.6249,6.662,195,0,8839331,102,NA,NA,NA,NA,"No"
75258,"Secret of the Wings","2012-08-17",5.5384,7.2,1351,0,0,75,NA,NA,NA,NA,"No"
72545,"Journey 2: The Mysterious Island","2012-01-19",5.501,6.144,4493,79000000,355692760,94,NA,NA,NA,NA,"No"
103663,"The Hunt","2012-10-25",5.419,8.096,4726,3800000,18300000,116,NA,NA,NA,NA,"No"
69537,"Nanban","2012-01-13",5.3188,7.1,64,8200000,0,181,NA,NA,NA,NA,"No"
62213,"Dark Shadows","2012-05-09",5.2687,6.098,7590,150000000,245527149,113,NA,NA,NA,NA,"No"
134764,"Due West: Our Sex Journey","2012-09-20",5.1045,6.051,59,0,0,119,NA,NA,NA,NA,"No"
80278,"The Impossible","2012-09-09",5.1037,7.368,6645,45000000,198100000,113,NA,NA,NA,NA,"No"
82881,"Tangled Ever After","2012-01-13",5.0951,7.1,1107,0,0,6,NA,NA,NA,NA,"No"
121602,"Dangerous Liaisons","2012-09-27",5.0305,6.011,44,31000000,0,110,NA,NA,NA,NA,"No"
77174,"ParaNorman","2012-08-03",5.0286,7.034,2758,60000000,107307220,93,NA,NA,NA,NA,"No"
76726,"Chronicle","2012-02-01",4.9011,6.846,5689,15000000,1.45e+08,84,NA,NA,NA,NA,"No"
62214,"Frankenweenie","2012-10-04",4.8957,7.006,3601,39000000,81493846,87,NA,NA,NA,NA,"No"
97630,"Zero Dark Thirty","2012-12-19",4.8944,6.992,4869,40000000,132800000,157,NA,NA,NA,NA,"No"
127533,"Rurouni Kenshin Part I: Origins","2012-08-25",4.8943,7.531,901,0,61700000,134,NA,NA,NA,NA,"No"
115290,"Blue Lagoon: The Awakening","2012-06-16",4.8276,6.462,1498,0,0,85,NA,NA,NA,NA,"No"
151512,"Jan Dara: The Beginning","2012-09-06",4.8001,5.869,42,0,0,136,NA,NA,NA,NA,"No"
58595,"Snow White and the Huntsman","2012-05-30",4.7598,5.987,8206,170000000,396600000,127,NA,NA,NA,NA,"No"
72570,"The Vow","2012-02-05",4.6323,7.228,4232,30000000,196114570,104,NA,NA,NA,NA,"No"
61012,"Silent Hill: Revelation 3D","2012-10-10",4.4584,5.542,1849,20000000,55975672,94,NA,NA,NA,NA,"No"
75629,"Evangelion: 3.0 You Can (Not) Redo","2012-11-17",4.4185,7.2,923,13000000,67282623,96,NA,NA,NA,NA,"No"
82633,"Lawless","2012-08-29",4.3885,7.07,3317,26000000,55404207,115,NA,NA,NA,NA,"No"
122583,"Detective Conan: The Eleventh Striker","2012-04-14",4.3777,6.824,145,0,44369456,110,NA,NA,NA,NA,"No"
83666,"Moonrise Kingdom","2012-05-16",4.3567,7.675,6305,16000000,68263166,94,NA,NA,NA,NA,"No"
176983,"One Piece Film: Z","2012-12-15",4.338,7.494,557,0,74223861,108,NA,NA,NA,NA,"No"
142487,"The Precocious and Brief Life of Sabina Rivas","2012-11-09",4.3176,7.099,121,4620000,2395000,115,NA,NA,NA,NA,"No"
175168,"Rape Zombie: Lust of the Dead","2012-07-13",4.2814,6.469,245,0,0,73,NA,NA,NA,NA,"No"
59961,"Safe House","2012-02-08",4.1208,6.49,3907,85000000,208076205,115,NA,NA,NA,NA,"No"
120150,"Thattathin Marayathu","2012-07-06",4.107,7.3,39,0,0,126,NA,NA,NA,NA,"No"
94329,"The Raid","2012-03-22",4.0895,7.4,3830,1100000,9148519,101,NA,NA,NA,NA,"No"
118412,"Berserk: The Golden Age Arc II - The Battle for Doldrey","2012-06-23",4.0707,7.3,461,0,0,98,NA,NA,NA,NA,"No"
77883,"The Possession","2012-08-30",4.0433,6.032,1696,14000000,85446075,92,NA,NA,NA,NA,"No"
98567,"Chinese Zodiac","2012-12-20",4.0324,6.184,881,26000000,171339013,123,NA,NA,NA,NA,"No"
113082,"Berserk: The Golden Age Arc I - The Egg of the King","2012-02-04",4.0206,7.2,540,0,2152610,76,NA,NA,NA,NA,"No"
118451,"Eungyo","2012-04-25",3.9946,6.7,100,0,9048531,129,NA,NA,NA,NA,"No"
118406,"Road to Ninja: Naruto the Movie","2012-07-28",3.9648,7.4,1241,0,17876559,109,NA,NA,NA,NA,"No"
72387,"Safe","2012-04-16",3.9362,6.495,2666,30000000,40300000,94,NA,NA,NA,NA,"No"
60747,"Red Dawn","2012-03-15",3.8475,5.714,1728,65000000,44806783,93,NA,NA,NA,NA,"No"
68722,"The Master","2012-09-14",3.825,7.099,3287,32000000,28258060,137,NA,NA,NA,NA,"No"
72976,"Lincoln","2012-11-09",3.7566,6.848,4042,65000000,275300000,150,NA,NA,NA,NA,"No"
75174,"The Grey","2012-01-26",3.6563,6.574,4098,25000000,79781695,117,NA,NA,NA,NA,"No"
75674,"Act of Valor","2012-02-24",3.6528,6.5,1241,12000000,82499399,110,NA,NA,NA,NA,"No"
65086,"The Woman in Black","2012-02-03",3.6252,6.141,3652,32000000,1.29e+08,95,NA,NA,NA,NA,"No"
133121,"Resident Evil: Damnation","2012-09-25",3.6251,6.896,990,0,2325035,100,NA,NA,NA,NA,"No"
72331,"Abraham Lincoln: Vampire Hunter","2012-06-20",3.625,5.764,3545,69000000,116500000,105,NA,NA,NA,NA,"No"
52520,"Underworld: Awakening","2012-01-19",3.6131,6.333,4339,70000000,160112671,88,NA,NA,NA,NA,"No"
121875,"In the House","2012-09-26",3.6005,7.235,912,0,11879046,105,NA,NA,NA,NA,"No"
160642,"Doraemon: Nobita and the Island of Miracles – Animal Adventure","2012-03-03",3.5592,6.873,75,0,46180706,100,NA,NA,NA,NA,"No"
249397,"Nymphomaniac: Vol. II","2013-12-25",49.7238,6.708,3123,2350000,4934725,124,NA,NA,NA,NA,"No"
184314,"Young & Beautiful","2013-08-21",33.6996,6.5,1314,4650000,9757417,95,NA,NA,NA,NA,"No"
106646,"The Wolf of Wall Street","2013-12-25",24.4231,8,25827,100000000,407038432,180,NA,NA,NA,NA,"No"
258216,"Nymphomaniac: Vol. I","2013-12-25",23.2333,6.845,3628,2350000,13545832,118,NA,NA,NA,NA,"No"
138843,"The Conjuring","2013-07-18",18.0558,7.536,12649,13000000,321293998,112,NA,NA,NA,NA,"No"
109445,"Frozen","2013-11-20",16.9281,7.247,17519,150000000,1274219009,102,NA,NA,NA,NA,"No"
68721,"Iron Man 3","2013-04-18",15.5333,6.931,23360,200000000,1215577205,130,NA,NA,NA,NA,"No"
72190,"World War Z","2013-06-19",14.8712,6.826,16461,200000000,531865000,116,NA,NA,NA,NA,"No"
152601,"Her","2013-12-18",12.3131,7.839,15247,23000000,47351251,126,NA,NA,NA,NA,"No"
68726,"Pacific Rim","2013-07-11",12.2225,6.919,13291,180000000,4.11e+08,131,NA,NA,NA,NA,"No"
57158,"The Hobbit: The Desolation of Smaug","2013-12-11",11.1626,7.577,14140,250000000,958400000,161,NA,NA,NA,NA,"No"
49521,"Man of Steel","2013-06-12",11.0731,6.643,16123,225000000,668045518,143,NA,NA,NA,NA,"No"
146233,"Prisoners","2013-09-19",11.0143,8.103,12991,46000000,122127446,153,NA,NA,NA,NA,"No"
49519,"The Croods","2013-03-15",10.6634,6.937,7507,135000000,587204668,99,NA,NA,NA,NA,"No"
75656,"Now You See Me","2013-05-29",10.5062,7.331,16714,75000000,351723989,116,NA,NA,NA,NA,"No"
204082,"Homefront","2013-11-12",10.4709,6.936,3807,22000000,51695362,100,NA,NA,NA,NA,"No"
109428,"Evil Dead","2013-04-05",10.2993,6.588,4986,17000000,99010045,91,NA,NA,NA,NA,"No"
109418,"Grown Ups 2","2013-07-11",10.1654,6.142,4642,80000000,247022278,101,NA,NA,NA,NA,"No"
207768,"I Spit on Your Grave 2","2013-08-25",9.8232,6.275,1417,0,678604,106,NA,NA,NA,NA,"No"
93456,"Despicable Me 2","2013-06-26",9.8155,6.944,11963,76000000,970766005,98,NA,NA,NA,NA,"No"
122906,"About Time","2013-09-04",9.8008,7.905,9218,12000000,87100449,123,NA,NA,NA,NA,"No"
255709,"Hope","2013-10-02",9.785,8.4,843,0,0,122,NA,NA,NA,NA,"No"
76338,"Thor: The Dark World","2013-10-30",9.2576,6.509,18273,170000000,644783140,112,NA,NA,NA,NA,"No"
75612,"Oblivion","2013-04-10",9.1513,6.675,11452,120000000,286168572,124,NA,NA,NA,NA,"No"
286687,"Love Lesson","2013-12-05",8.8556,6.8,42,0,0,80,NA,NA,NA,NA,"No"
101299,"The Hunger Games: Catching Fire","2013-11-15",8.7687,7.427,18382,130000000,865011746,146,NA,NA,NA,NA,"No"
174341,"Some Velvet Morning","2013-12-13",8.4627,5.836,61,0,6420,84,NA,NA,NA,NA,"No"
138832,"We're the Millers","2013-08-07",7.8556,6.8,9422,37000000,2.7e+08,110,NA,NA,NA,NA,"No"
4258,"Scary Movie 5","2013-04-11",7.7205,4.788,3011,20000000,78613981,88,NA,NA,NA,NA,"No"
81005,"Jack the Giant Slayer","2013-02-27",7.5046,5.875,5199,195000000,197700000,114,NA,NA,NA,NA,"No"
116745,"The Secret Life of Walter Mitty","2013-12-18",7.4181,7.218,8211,90000000,188133322,114,NA,NA,NA,NA,"No"
62211,"Monsters University","2013-06-19",7.4108,7.046,11267,200000000,743559465,104,NA,NA,NA,NA,"No"
64682,"The Great Gatsby","2013-05-09",7.2959,7.351,12921,105000000,351040419,143,NA,NA,NA,NA,"No"
110415,"Snowpiercer","2013-08-01",7.2639,6.908,10377,39200000,86758912,127,NA,NA,NA,NA,"No"
49047,"Gravity","2013-10-03",7.1914,7.168,16280,105000000,723192705,91,NA,NA,NA,NA,"No"
218746,"Young Mother","2013-07-31",6.9958,5,20,0,0,83,NA,NA,NA,NA,"No"
96721,"Rush","2013-09-02",6.9487,7.735,7786,38000000,90200000,123,NA,NA,NA,NA,"No"
109439,"The Hangover Part III","2013-05-23",6.9033,6.208,9201,103000000,362000072,100,NA,NA,NA,NA,"No"
1136861,"Pure Entrustment","2013-04-03",6.8683,0,0,0,0,60,NA,NA,NA,NA,"No"
116711,"Epic","2013-05-15",6.8517,6.551,2910,100000000,268426634,102,NA,NA,NA,NA,"No"
107846,"Escape Plan","2013-10-09",6.5473,6.721,5560,50000000,137328301,115,NA,NA,NA,NA,"No"
216919,"Deseo","2013-09-13",6.5221,6.544,270,0,0,97,NA,NA,NA,NA,"No"
64686,"47 Ronin","2013-12-06",6.312,6.202,4118,175000000,151783839,119,NA,NA,NA,NA,"No"
193756,"Lone Survivor","2013-12-24",6.277,7.429,4719,40000000,149295601,121,NA,NA,NA,NA,"No"
77950,"Turbo","2013-07-11",6.2387,6.266,3662,135000000,282570682,96,NA,NA,NA,NA,"No"
76203,"12 Years a Slave","2013-10-18",6.1631,7.932,11946,20000000,1.87e+08,134,"2013(86th)","12 Years a Slave","Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen, and Anthony Katagas",2013,"Yes"
198228,"Eastwood Directs: The Untold Story","2013-04-27",5.9883,6.146,24,0,0,65,NA,NA,NA,NA,"No"
68724,"Elysium","2013-08-07",5.8676,6.518,9540,115000000,286140700,109,NA,NA,NA,NA,"No"
117263,"Olympus Has Fallen","2013-03-20",5.8513,6.415,7042,70000000,170270201,120,NA,NA,NA,NA,"No"
109451,"Cloudy with a Chance of Meatballs 2","2013-09-26",5.8482,6.453,3464,78000000,248384621,95,NA,NA,NA,NA,"No"
149871,"The Tale of The Princess Kaguya","2013-11-23",5.7476,8.094,1971,49300000,24366656,137,NA,NA,NA,NA,"No"
251783,"Pleasure or Pain","2013-09-05",5.6314,4.832,92,0,0,102,NA,NA,NA,NA,"No"
146216,"RED 2","2013-07-18",5.6094,6.533,4304,84000000,148075565,116,NA,NA,NA,NA,"No"
136400,"2 Guns","2013-08-02",5.589,6.54,4481,61000000,131940411,109,NA,NA,NA,NA,"No"
72559,"G.I. Joe: Retaliation","2013-03-27",5.5503,5.65,5745,130000000,371900000,110,NA,NA,NA,NA,"No"
138697,"Don Jon","2013-09-12",5.5394,6.014,4561,3000000,0,90,NA,NA,NA,NA,"No"
91586,"Insidious: Chapter 2","2013-09-12",5.527,6.681,4542,5000000,161921515,106,NA,NA,NA,NA,"No"
54138,"Star Trek Into Darkness","2013-05-05",5.4476,7.319,9620,190000000,467381584,132,NA,NA,NA,NA,"No"
123553,"The Mortal Instruments: City of Bones","2013-08-21",5.3529,6.427,4630,60000000,95396573,130,NA,NA,NA,NA,"No"
158015,"The Purge","2013-05-31",5.3135,6.25,8807,3000000,91266581,85,NA,NA,NA,NA,"No"
126963,"Dragon Ball Z: Battle of Gods","2013-03-30",5.2672,6.8,1632,0,50461371,85,NA,NA,NA,NA,"No"
60304,"Hansel & Gretel: Witch Hunters","2013-01-17",5.257,6.097,7071,50000000,226349749,88,NA,NA,NA,NA,"No"
170657,"Journey to the West: Conquering the Demons","2013-02-07",5.2414,6.9,437,0,215637183,110,NA,NA,NA,NA,"No"
76617,"Texas Chainsaw 3D","2013-01-03",5.2035,5.5,1808,20000000,47340586,92,NA,NA,NA,NA,"No"
87421,"Riddick","2013-09-02",5.1429,6.34,4385,38000000,98337295,119,NA,NA,NA,NA,"No"
109414,"This Is the End","2013-06-12",5.0638,6.236,6806,32000000,126041322,106,NA,NA,NA,NA,"No"
149870,"The Wind Rises","2013-07-20",5.0494,7.793,3346,30000000,117932401,126,NA,NA,NA,NA,"No"
87516,"Oldboy","2013-11-14",4.982,5.925,2111,30000000,5200000,104,NA,NA,NA,NA,"No"
139038,"A Haunted House","2013-01-11",4.9636,5.946,2040,2500000,60141683,86,NA,NA,NA,NA,"No"
59859,"Kick-Ass 2","2013-07-17",4.9629,6.404,6559,28000000,60795985,103,NA,NA,NA,NA,"No"
198375,"The Garden of Words","2013-05-31",4.9513,7.581,2216,0,820165,46,NA,NA,NA,NA,"No"
87818,"Movie 43","2013-01-24",4.9378,4.654,2492,6000000,32443111,98,NA,NA,NA,NA,"No"
173185,"It Boy","2013-03-06",4.8562,6.48,1574,0,0,92,NA,NA,NA,NA,"No"
168672,"American Hustle","2013-12-03",4.8539,6.856,7715,40000000,251171807,138,NA,NA,NA,NA,"No"
109410,"42","2013-04-12",4.7707,7.194,1948,40000000,95020213,128,NA,NA,NA,NA,"No"
109424,"Captain Phillips","2013-10-10",4.7605,7.539,7452,55000000,218791811,134,NA,NA,NA,NA,"No"
151960,"Planes","2013-08-09",4.6405,5.9,1815,50000000,219788712,91,NA,NA,NA,NA,"No"
49524,"R.I.P.D.","2013-07-18",4.6325,5.859,4271,130000000,61600000,96,NA,NA,NA,NA,"No"
228805,"Detective Conan: Private Eye in the Distant Sea","2013-04-19",4.5777,6.622,127,0,36324232,110,NA,NA,NA,NA,"No"
68728,"Oz the Great and Powerful","2013-03-07",4.5463,5.933,6781,200000000,491868548,130,NA,NA,NA,NA,"No"
218726,"Doraemon: Nobita's Secret Gadget Museum","2013-03-09",4.5347,6.404,47,0,42770271,104,NA,NA,NA,NA,"No"
169881,"The Physician","2013-12-25",4.5213,7.335,1174,36000000,57284237,155,NA,NA,NA,NA,"No"
200085,"The Flu","2013-08-14",4.4721,7.512,1270,0,19775853,122,NA,NA,NA,NA,"No"
117251,"White House Down","2013-06-27",4.4481,6.465,5077,150000000,205366737,131,NA,NA,NA,NA,"No"
80274,"Ender's Game","2013-10-24",4.4472,6.587,6224,110000000,125537191,114,NA,NA,NA,NA,"No"
136418,"Hummingbird","2013-05-07",4.3951,6.176,1854,20000000,8352885,100,NA,NA,NA,NA,"No"
205321,"Sharknado","2013-07-11",4.3348,3.92,1682,1000000,0,87,NA,NA,NA,NA,"No"
165213,"New World","2013-02-21",4.3346,7.422,539,0,0,134,NA,NA,NA,NA,"No"
231164,"Sweet Whip","2013-09-21",4.3021,5.9,30,0,0,144,NA,NA,NA,NA,"No"
136795,"The Heat","2013-06-27",4.2672,6.593,4155,43000000,229930771,117,NA,NA,NA,NA,"No"
77931,"The Smurfs 2","2013-07-30",4.2634,5.752,2358,105000000,347434178,105,NA,NA,NA,NA,"No"
77805,"Lovelace","2013-08-08",4.2578,6,749,10000000,1585582,92,NA,NA,NA,NA,"No"
256522,"Rape Zombie: Lust of the Dead 2","2013-03-23",4.248,6.234,109,0,0,67,NA,NA,NA,NA,"No"
97367,"The Place Beyond the Pines","2013-03-20",4.1554,6.984,5169,15000000,47135966,140,NA,NA,NA,NA,"No"
112205,"The Family","2013-09-13",4.1238,6.366,3102,30000000,36894225,111,NA,NA,NA,NA,"No"
107985,"The World's End","2013-07-18",4.1124,6.809,5852,20000000,46100000,109,NA,NA,NA,NA,"No"
132232,"Mama","2013-01-17",4.1005,6.289,4392,15000000,146428180,100,NA,NA,NA,NA,"No"
44865,"The Grandmaster","2013-01-10",4.0843,6.624,978,38600000,64076736,130,NA,NA,NA,NA,"No"
166666,"3096 Days","2013-02-21",4.0581,7.382,988,0,6677474,111,NA,NA,NA,NA,"No"
153158,"Underdogs","2013-07-18",4.0501,7,549,21000000,32768940,107,NA,NA,NA,NA,"No"
157336,"Interstellar","2014-11-05",62.235,8.471,39579,165000000,746606706,169,NA,NA,NA,NA,"No"
341054,"Fool Japan: The ABCs of Tetsudon","2014-03-01",20.6911,0,0,0,0,95,NA,NA,NA,NA,"No"
244786,"Whiplash","2014-10-10",20.5068,8.374,16554,3300000,50307484,107,NA,NA,NA,NA,"No"
269955,"Obsessed","2014-05-14",20.4582,6.681,80,0,0,132,NA,NA,NA,NA,"No"
177572,"Big Hero 6","2014-10-24",18.4864,7.723,16511,165000000,657870525,102,NA,NA,NA,NA,"No"
122917,"The Hobbit: The Battle of the Five Armies","2014-12-10",17.3737,7.332,15292,250000000,956019788,144,NA,NA,NA,NA,"No"
313534,"New Dubai","2014-10-23",16.6633,6.2,12,0,0,50,NA,NA,NA,NA,"No"
210577,"Gone Girl","2014-10-01",16.042,7.889,19883,61000000,370890259,149,NA,NA,NA,NA,"No"
156022,"The Equalizer","2014-09-24",15.2889,7.285,9903,55000000,192330738,132,NA,NA,NA,NA,"No"
198663,"The Maze Runner","2014-09-10",15.1278,7.189,18044,34000000,348319861,113,NA,NA,NA,NA,"No"
205596,"The Imitation Game","2014-11-14",14.4356,7.985,18021,14000000,233555708,113,NA,NA,NA,NA,"No"
228150,"Fury","2014-10-15",13.76,7.543,12875,68000000,211817906,135,NA,NA,NA,NA,"No"
102382,"The Amazing Spider-Man 2","2014-04-16",13.5993,6.533,14165,200000000,716934779,141,NA,NA,NA,NA,"No"
287649,"Scarlet Innocence","2014-10-02",13.5367,6.1,69,0,0,111,NA,NA,NA,NA,"No"
270946,"Penguins of Madagascar","2014-11-22",11.8998,6.531,4447,132000000,373515621,92,NA,NA,NA,NA,"No"
82702,"How to Train Your Dragon 2","2014-06-05",11.326,7.679,10382,145000000,621537519,102,NA,NA,NA,NA,"No"
137113,"Edge of Tomorrow","2014-05-27",11.1196,7.637,14983,178000000,370541256,114,NA,NA,NA,NA,"No"
120467,"The Grand Budapest Hotel","2014-02-26",10.8572,8.029,16018,30000000,174600318,100,NA,NA,NA,NA,"No"
245891,"John Wick","2014-10-22",10.8167,7.453,20739,20000000,86085191,101,NA,NA,NA,NA,"No"
102651,"Maleficent","2014-05-28",10.3613,7.086,13683,180000000,758539785,97,NA,NA,NA,NA,"No"
