"id","title","release_date","popularity","vote_average","vote_count","budget","revenue","runtime","Year","Film","Producer(s)","Year_Numeric","Is_Oscar_Winner"
8193,"Napoleon Dynamite","2004-06-11",3.4662,6.788,2142,400000,46118097,95,NA,NA,NA,NA,"No"
421,"The Life Aquatic with Steve Zissou","2004-12-10",3.4547,7.075,3150,50000000,34808403,119,NA,NA,NA,NA,"No"
17741,"Stoned","2005-11-18",24.0045,5.125,52,0,0,102,NA,NA,NA,NA,"No"
1495,"Kingdom of Heaven","2005-05-03",17.4796,7.025,4897,130000000,218366336,144,NA,NA,NA,NA,"No"
674,"Harry Potter and the Goblet of Fire","2005-11-16",16.5497,7.801,22068,150000000,895921036,157,NA,NA,NA,NA,"No"
953,"Madagascar","2005-05-25",13.6574,6.922,11678,75000000,542064525,86,NA,NA,NA,NA,"No"
272,"Batman Begins","2005-06-10",13.4674,7.724,22513,150000000,374218673,140,NA,NA,NA,NA,"No"
4348,"Pride & Prejudice","2005-09-16",13.1306,8.05,8724,28000000,124604345,128,NA,NA,NA,NA,"No"
561,"Constantine","2005-02-08",11.9761,7.123,7963,100000000,230900000,121,NA,NA,NA,NA,"No"
59,"A History of Violence","2005-09-23",11.5926,7.163,3701,32000000,61477797,96,NA,NA,NA,NA,"No"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","2005-12-07",11.5051,7.134,11450,180000000,745013115,143,NA,NA,NA,NA,"No"
1895,"Star Wars: Episode III - Revenge of the Sith","2005-05-17",11.1243,7.465,14869,113000000,8.5e+08,140,NA,NA,NA,NA,"No"
787,"Mr. & Mrs. Smith","2005-06-07",10.17,6.691,11175,110000000,487287646,120,NA,NA,NA,NA,"No"
244998,"Senario XX","2005-05-19",10.1071,0,0,0,0,93,NA,NA,NA,NA,"No"
118,"Charlie and the Chocolate Factory","2005-07-13",10.0784,7.038,16065,150000000,4.75e+08,115,NA,NA,NA,NA,"No"
142,"Brokeback Mountain","2005-10-22",9.3738,7.785,7518,14000000,178043761,134,NA,NA,NA,NA,"No"
3933,"Corpse Bride","2005-09-12",9.3033,7.585,10131,40000000,118133252,77,NA,NA,NA,NA,"No"
254,"King Kong","2005-12-12",9.2208,6.887,8465,207000000,562363449,188,NA,NA,NA,NA,"No"
74,"War of the Worlds","2005-06-28",8.995,6.536,9125,132000000,603873119,117,NA,NA,NA,NA,"No"
9291,"The Longest Yard","2005-05-27",8.7106,6.668,3659,90000000,191466556,113,NA,NA,NA,NA,"No"
9982,"Chicken Little","2005-11-04",7.764,5.903,4130,150000000,314400000,81,NA,NA,NA,NA,"No"
418578,"The Quest of the Sex: A Holly Hole","2005-08-03",7.7445,4,1,0,0,88,NA,NA,NA,NA,"No"
9738,"Fantastic Four","2005-06-29",7.5585,5.806,9953,100000000,333535934,106,NA,NA,NA,NA,"No"
9392,"The Descent","2005-07-08",7.2407,6.978,4359,3500000,57130027,100,NA,NA,NA,NA,"No"
9928,"Robots","2005-03-10",7.0847,6.483,4888,75000000,262511490,90,NA,NA,NA,NA,"No"
11653,"The Myth","2005-05-11",6.861,6.417,416,15000000,6669097,118,NA,NA,NA,NA,"No"
6957,"The 40 Year Old Virgin","2005-08-11",6.6375,6.421,7191,26000000,177400000,116,NA,NA,NA,NA,"No"
16320,"Serenity","2005-09-25",6.6345,7.361,3851,39000000,38869464,119,NA,NA,NA,NA,"No"
1635,"The Island","2005-07-21",6.4542,6.7,5851,126000000,162949164,136,NA,NA,NA,NA,"No"
10022,"The Pacifier","2005-03-04",6.3769,6.067,3240,56000000,198636868,95,NA,NA,NA,NA,"No"
9335,"Transporter 2","2005-08-03",6.3323,6.329,3926,32000000,89100000,88,NA,NA,NA,NA,"No"
1656,"The Legend of Zorro","2005-10-24",6.2574,6.123,3074,75000000,142400065,129,NA,NA,NA,NA,"No"
14003,"Fullmetal Alchemist the Movie: Conqueror of Shamballa","2005-07-21",5.976,7.307,391,0,10197984,105,NA,NA,NA,NA,"No"
187,"Sin City","2005-04-01",5.8339,7.464,8793,40000000,158733820,124,NA,NA,NA,NA,"No"
215,"Saw II","2005-10-28",5.8307,6.606,5842,4000000,152925093,93,NA,NA,NA,NA,"No"
44935,"Art of the Devil 2","2005-12-01",5.6961,6.734,126,0,0,102,NA,NA,NA,NA,"No"
11679,"xXx: State of the Union","2005-04-27",5.6927,5.092,2023,60000000,71410636,101,NA,NA,NA,NA,"No"
10214,"Son of the Mask","2005-02-11",5.6559,4.199,1954,84000000,59918422,94,NA,NA,NA,NA,"No"
10066,"House of Wax","2005-05-05",5.5837,6.024,3316,40000000,68766121,113,NA,NA,NA,NA,"No"
11283,"Nanny McPhee","2005-10-21",5.4542,6.688,3210,25000000,123276807,97,NA,NA,NA,NA,"No"
7453,"The Hitchhiker's Guide to the Galaxy","2005-04-28",5.4053,6.684,4216,50000000,104500000,109,NA,NA,NA,NA,"No"
9522,"Wedding Crashers","2005-07-13",5.3947,6.497,4682,40000000,288500000,119,NA,NA,NA,NA,"No"
11459,"Sky High","2005-07-29",5.3314,6.3,2450,35000000,86369815,100,NA,NA,NA,NA,"No"
1830,"Lord of War","2005-09-16",5.2758,7.344,5305,50000000,72600000,122,NA,NA,NA,NA,"No"
9753,"Three","2005-11-16",5.2214,5.607,286,9000000,0,95,NA,NA,NA,NA,"No"
7214,"Coach Carter","2005-01-14",5.199,7.573,3265,30000000,76669554,136,NA,NA,NA,NA,"No"
5070,"How Much Do You Love Me?","2005-10-26",5.0118,5.867,215,0,0,95,NA,NA,NA,NA,"No"
142093,"The Intimate","2005-12-08",4.9681,6.147,34,0,0,98,NA,NA,NA,NA,"No"
8488,"Hitch","2005-02-11",4.9062,6.579,6199,70000000,371600000,118,NA,NA,NA,NA,"No"
1904,"Memoirs of a Geisha","2005-12-06",4.8157,7.64,3370,85000000,162242962,146,NA,NA,NA,NA,"No"
8274,"American Pie Presents: Band Camp","2005-11-23",4.7969,5.462,2223,7000000,0,94,NA,NA,NA,NA,"No"
6795,"Zathura: A Space Adventure","2005-11-06",4.791,6.434,3555,65000000,65079104,101,NA,NA,NA,NA,"No"
1640,"Crash","2005-05-06",4.7889,7.217,3854,6500000,98400000,112,"2005(78th)","Crash","Paul Haggis and Cathy Schulman",2005,"Yes"
10982,"Hoodwinked!","2005-12-16",4.7739,6.277,1893,8000000,1.1e+08,81,NA,NA,NA,NA,"No"
14174,"Lie with Me","2005-11-11",4.6229,5.2,313,2200000,0,93,NA,NA,NA,NA,"No"
8292,"Four Brothers","2005-08-11",4.6019,6.801,2385,45000000,92374674,109,NA,NA,NA,NA,"No"
10033,"Just Friends","2005-11-23",4.5337,6.204,1776,0,50817508,94,NA,NA,NA,NA,"No"
47525,"The Magic of Ordinary Days","2005-01-30",4.5206,7.309,97,0,0,120,NA,NA,NA,NA,"No"
6519,"The Dukes of Hazzard","2005-08-05",4.4974,5.611,1298,50000000,110803676,104,NA,NA,NA,NA,"No"
533,"Wallace & Gromit: The Curse of the Were-Rabbit","2005-09-15",4.4602,7.118,3062,30000000,192610372,85,NA,NA,NA,NA,"No"
39204,"Detective Conan: Strategy Above the Depths","2005-04-09",4.4495,6.9,152,0,20768817,110,NA,NA,NA,NA,"No"
9641,"Cheaper by the Dozen 2","2005-12-21",4.4348,6.164,2089,60000000,129181830,94,NA,NA,NA,NA,"No"
8982,"The Protector","2005-08-11",4.4144,7.112,927,6000000,27165581,105,NA,NA,NA,NA,"No"
2313,"Prime","2005-09-21",4.3608,5.985,841,22000000,67900000,102,NA,NA,NA,NA,"No"
11683,"Land of the Dead","2005-06-18",4.3246,6.206,1742,15000000,47074133,93,NA,NA,NA,NA,"No"
116,"Match Point","2005-10-26",4.3005,7.358,4359,15000000,85638656,124,NA,NA,NA,NA,"No"
8814,"Doom","2005-10-20",4.2998,5.186,2420,60000000,58100000,105,NA,NA,NA,NA,"No"
9947,"Elektra","2005-01-13",4.2603,5.05,2647,43000000,56681566,97,NA,NA,NA,NA,"No"
25,"Jarhead","2005-11-04",4.1854,6.7,3157,72000000,97076152,123,NA,NA,NA,NA,"No"
11453,"Deuce Bigalow: European Gigolo","2005-08-12",4.1479,5.292,1011,22000000,45109561,83,NA,NA,NA,NA,"No"
4550,"Lady Vengeance","2005-07-29",4.0777,7.535,1930,0,23803308,115,NA,NA,NA,NA,"No"
8643,"The Exorcism of Emily Rose","2005-09-09",4.0619,6.604,3036,19000000,145166804,122,NA,NA,NA,NA,"No"
125565,"Zatch Bell! Attack of Mechavulcan","2005-08-06",4.0399,7.655,29,0,0,83,NA,NA,NA,NA,"No"
44729,"One Piece: Baron Omatsuri and the Secret Island","2005-03-05",4.0277,7.2,242,0,10494545,91,NA,NA,NA,NA,"No"
7553,"Waiting...","2005-10-07",4.026,6.208,977,3000000,18637690,94,NA,NA,NA,NA,"No"
69,"Walk the Line","2005-09-13",4.0034,7.497,3123,28000000,186800000,136,NA,NA,NA,NA,"No"
14695,"Havoc","2005-10-16",3.9972,5.265,353,9000000,371000,86,NA,NA,NA,NA,"No"
10320,"The Ring Two","2005-03-10",3.9894,5.754,2443,50000000,161451538,109,NA,NA,NA,NA,"No"
20760,"Lilo & Stitch 2: Stitch Has a Glitch","2005-08-22",3.9661,6.685,1620,0,0,68,NA,NA,NA,NA,"No"
647,"Final Fantasy VII: Advent Children","2005-07-14",3.9462,7.16,1232,0,0,101,NA,NA,NA,NA,"No"
4442,"The Brothers Grimm","2005-08-26",3.9455,5.852,2943,88000000,105300000,118,NA,NA,NA,NA,"No"
11451,"Herbie Fully Loaded","2005-06-19",3.9422,5.825,2408,50000000,144100000,101,NA,NA,NA,NA,"No"
612,"Munich","2005-12-23",3.9335,7.134,2981,70000000,130982129,164,NA,NA,NA,NA,"No"
9315,"Flightplan","2005-09-22",3.9311,6.447,2947,55000000,223387299,98,NA,NA,NA,NA,"No"
7364,"Sahara","2005-04-06",3.9267,5.914,1637,130000000,119269486,124,NA,NA,NA,NA,"No"
921,"Cinderella Man","2005-06-02",3.9172,7.573,2403,88000000,108539911,144,NA,NA,NA,NA,"No"
11460,"Red Eye","2005-08-10",3.863,6.396,2510,26000000,57891803,85,NA,NA,NA,NA,"No"
42246,"Tom and Jerry: The Fast and the Furry","2005-09-03",3.8073,7.1,304,0,0,75,NA,NA,NA,NA,"No"
11400,"The New World","2005-12-25",3.7909,6.514,1272,30000000,30500000,151,NA,NA,NA,NA,"No"
9007,"Just Like Heaven","2005-09-16",3.7796,6.957,2559,58000000,102900000,95,NA,NA,NA,NA,"No"
9042,"The Cave","2005-08-26",3.7638,5.449,1014,30000000,33296457,97,NA,NA,NA,NA,"No"
13461,"Melissa P.","2005-11-18",3.7561,4.669,603,0,7450832,100,NA,NA,NA,NA,"No"
13417,"Kronk's New Groove","2005-12-05",3.7267,6.411,1343,0,0,75,NA,NA,NA,NA,"No"
34067,"Pokémon: Lucario and the Mystery of Mew","2005-07-16",3.6947,7,329,0,37228626,103,NA,NA,NA,NA,"No"
15906,"Barbie and the Magic of Pegasus","2005-10-04",3.6921,7.2,770,0,0,85,NA,NA,NA,NA,"No"
16910,"Naruto the Movie: Legend of the Stone of Gelel","2005-08-06",3.6813,6.8,434,0,10198805,97,NA,NA,NA,NA,"No"
4379,"Monster-in-Law","2005-05-13",3.6749,6.209,1750,43000000,154749918,101,NA,NA,NA,NA,"No"
11171,"Mysterious Skin","2005-03-30",3.6688,7.713,1264,3000000,2148548,105,NA,NA,NA,NA,"No"
10027,"Unleashed","2005-02-02",3.6579,6.938,2165,45000000,50871113,103,NA,NA,NA,NA,"No"
5289,"Chaos","2005-01-17",3.6541,6.329,1139,30000000,7e+06,106,NA,NA,NA,NA,"No"
10060,"Get Rich or Die Tryin'","2005-11-09",3.596,6.799,1029,40000000,46442528,117,NA,NA,NA,NA,"No"
10065,"The Amityville Horror","2005-04-14",3.5765,6.119,2345,19000000,107516369,90,NA,NA,NA,NA,"No"
350,"The Devil Wears Prada","2006-06-29",237.6777,7.39,13197,35000000,326588371,109,NA,NA,NA,NA,"No"
1579,"Apocalypto","2006-12-07",59.8177,7.601,6223,40000000,120654337,138,NA,NA,NA,NA,"No"
805681,"Deepfrozen","2006-09-07",21.919,9,1,0,0,92,NA,NA,NA,NA,"No"
58,"Pirates of the Caribbean: Dead Man's Chest","2006-07-06",17.2246,7.375,17073,200000000,1066179747,151,NA,NA,NA,NA,"No"
920,"Cars","2006-06-08",15.0997,7.025,15044,120000000,461983149,117,NA,NA,NA,NA,"No"
1124,"The Prestige","2006-10-19",12.9485,8.207,17503,40000000,109676311,130,NA,NA,NA,NA,"No"
1422,"The Departed","2006-10-04",11.9207,8.16,16118,90000000,291465000,151,"2006(79th)","The Departed","Graham King",2006,"Yes"
36557,"Casino Royale","2006-11-14",10.379,7.569,11634,150000000,599045960,144,NA,NA,NA,NA,"No"
9072,"Little Man","2006-08-31",10.0947,5.936,1885,64000000,104003322,98,NA,NA,NA,NA,"No"
950,"Ice Age: The Meltdown","2006-03-29",9.678,6.7,10309,80000000,660998756,91,NA,NA,NA,NA,"No"
1417,"Pan's Labyrinth","2006-10-11",9.452,7.763,11398,19000000,83258226,118,NA,NA,NA,NA,"No"
1593,"Night at the Museum","2006-12-20",8.8262,6.598,10917,110000000,574480841,108,NA,NA,NA,NA,"No"
1402,"The Pursuit of Happyness","2006-12-14",8.8232,7.885,10546,55000000,307077295,117,NA,NA,NA,NA,"No"
752,"V for Vendetta","2006-02-23",8.3926,7.9,15500,54000000,134686457,132,NA,NA,NA,NA,"No"
624479,"Superman II: The Richard Donner Cut","2006-11-02",8.3532,7.346,381,54000000,0,116,NA,NA,NA,NA,"No"
588,"Silent Hill","2006-04-21",8.0729,6.622,4837,50000000,100605135,125,NA,NA,NA,NA,"No"
9693,"Children of Men","2006-09-22",7.9954,7.609,7799,76000000,70595464,109,NA,NA,NA,NA,"No"
9339,"Click","2006-06-23",7.552,6.304,7530,82500000,240685326,107,NA,NA,NA,NA,"No"
4257,"Scary Movie 4","2006-04-12",7.4458,5.486,3563,40000000,178710620,83,NA,NA,NA,NA,"No"
9792,"The Hills Have Eyes","2006-03-10",7.3064,6.458,3318,15000000,69623713,107,NA,NA,NA,NA,"No"
7518,"Over the Hedge","2006-05-17",7.2378,6.591,4811,80000000,343397247,83,NA,NA,NA,NA,"No"
7512,"Idiocracy","2006-09-01",7.2168,6.368,3518,30000000,495303,85,NA,NA,NA,NA,"No"
4977,"Paprika","2006-10-01",7.2164,7.81,2837,2600000,946590,90,NA,NA,NA,NA,"No"
9655,"She's the Man","2006-03-17",7.2106,6.812,3270,20000000,57194667,105,NA,NA,NA,NA,"No"
956,"Mission: Impossible III","2006-04-25",7.1593,6.762,7578,150000000,398479497,126,NA,NA,NA,NA,"No"
9297,"Monster House","2006-06-30",7.0853,6.71,4309,75000000,140175006,91,NA,NA,NA,NA,"No"
9286,"Final Destination 3","2006-02-09",7.081,6.152,4538,25000000,118890272,92,NA,NA,NA,NA,"No"
11619,"Flushed Away","2006-10-22",7.0717,6.318,4072,149000000,178120010,85,NA,NA,NA,NA,"No"
591,"The Da Vinci Code","2006-05-17",6.9921,6.725,10014,125000000,760006945,149,NA,NA,NA,NA,"No"
1581,"The Holiday","2006-12-05",6.6799,7.098,5614,85000000,205233866,136,NA,NA,NA,NA,"No"
9836,"Happy Feet","2006-11-16",6.5527,6.222,5435,100000000,384335608,108,NA,NA,NA,NA,"No"
1427,"Perfume: The Story of a Murderer","2006-09-13",6.3857,7.4,4968,63700000,135039924,147,NA,NA,NA,NA,"No"
1378,"Shortbus","2006-10-04",6.3126,6.258,578,2000000,5557564,101,NA,NA,NA,NA,"No"
1372,"Blood Diamond","2006-12-08",6.1274,7.556,8284,100000000,171720398,143,NA,NA,NA,NA,"No"
14784,"The Fall","2006-09-09",6.099,7.625,1524,30000000,3984390,117,NA,NA,NA,NA,"No"
8275,"American Pie Presents: The Naked Mile","2006-12-13",6.0965,5.486,2180,0,0,97,NA,NA,NA,NA,"No"
1948,"Crank","2006-08-31",5.8874,6.653,4185,12000000,42900000,88,NA,NA,NA,NA,"No"
17422,"Summer Palace","2006-05-18",5.8479,7.3,112,0,0,135,NA,NA,NA,NA,"No"
2486,"Eragon","2006-12-14",5.7832,5.126,3435,100000000,250425512,104,NA,NA,NA,NA,"No"
33227,"Tapas","2006-07-06",5.7536,5.838,37,0,0,94,NA,NA,NA,NA,"No"
7551,"Déjà Vu","2006-11-22",5.5184,6.881,5252,75000000,180557550,126,NA,NA,NA,NA,"No"
9762,"Step Up","2006-08-11",5.514,6.871,3885,12000000,114197742,104,NA,NA,NA,NA,"No"
1452,"Superman Returns","2006-06-28",5.3404,5.803,4538,223000000,391081192,154,NA,NA,NA,NA,"No"
9353,"Nacho Libre","2006-06-16",5.3008,6.498,1823,35000000,99255460,92,NA,NA,NA,NA,"No"
9992,"Arthur and the Invisibles","2006-12-13",5.2875,6.385,3031,86000000,108605609,94,NA,NA,NA,NA,"No"
70841,"Doraemon: Nobita's Dinosaur","2006-03-04",5.2142,7.5,92,0,34740192,107,NA,NA,NA,NA,"No"
1164,"Babel","2006-10-26",5.1926,7.17,4053,25000000,135330835,143,NA,NA,NA,NA,"No"
10741,"Bobby","2006-09-05",5.1852,6.416,424,0,0,120,NA,NA,NA,NA,"No"
582,"The Lives of Others","2006-03-23",5.1305,8.037,4100,2000000,77672685,137,NA,NA,NA,NA,"No"
834,"Underworld: Evolution","2006-01-12",4.9686,6.602,4354,50000000,111476513,106,NA,NA,NA,NA,"No"
259878,"Holy Daddy","2006-08-24",4.9307,4,2,0,0,105,NA,NA,NA,NA,"No"
9530,"RV","2006-04-28",4.8773,5.888,1782,50000000,87528173,99,NA,NA,NA,NA,"No"
503,"Poseidon","2006-05-03",4.8461,5.872,2289,160000000,181700000,98,NA,NA,NA,NA,"No"
1246,"Rocky Balboa","2006-12-20",4.7908,6.878,3783,24000000,155929020,102,NA,NA,NA,NA,"No"
1255,"The Host","2006-07-27",4.7825,6.975,3101,11000000,88489643,120,NA,NA,NA,NA,"No"
388,"Inside Man","2006-03-17",4.774,7.404,6323,45000000,186003591,129,NA,NA,NA,NA,"No"
9788,"Accepted","2006-08-18",4.7502,6.442,1768,23000000,38505009,93,NA,NA,NA,NA,"No"
39205,"Detective Conan: The Private Eyes' Requiem","2006-04-15",4.7206,7.121,161,0,26251232,110,NA,NA,NA,NA,"No"
44730,"One Piece: Giant Mecha Soldier of Karakuri Castle","2006-03-04",4.7177,7,186,0,7232965,94,NA,NA,NA,NA,"No"
4643,"The Guardian","2006-09-28",4.7153,7.126,1660,10000000,94973540,139,NA,NA,NA,NA,"No"
7484,"Open Season","2006-09-27",4.7022,6.189,2977,85000000,200811689,86,NA,NA,NA,NA,"No"
1690,"Hostel","2006-01-06",4.691,5.957,3921,4800000,81979826,94,NA,NA,NA,NA,"No"
186,"Lucky Number Slevin","2006-02-24",4.6881,7.476,4433,27000000,56300000,110,NA,NA,NA,NA,"No"
37933,"Tales from Earthsea","2006-07-29",4.6101,6.531,1481,22000000,68625104,115,NA,NA,NA,NA,"No"
12096,"The Pink Panther","2006-02-10",4.5533,5.857,2107,65000000,158851357,93,NA,NA,NA,NA,"No"
14069,"The Girl Who Leapt Through Time","2006-07-15",4.5322,7.777,2228,0,3478290,98,NA,NA,NA,NA,"No"
9907,"Barnyard","2006-08-04",4.5002,5.925,1171,51000000,116755080,90,NA,NA,NA,NA,"No"
7549,"Fearless","2006-01-26",4.45,7.508,1395,0,68072848,103,NA,NA,NA,NA,"No"
496,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","2006-11-01",4.4237,6.784,5934,18000000,262552893,84,NA,NA,NA,NA,"No"
82,"Miami Vice","2006-07-27",4.3981,6.026,1949,135000000,163800000,132,NA,NA,NA,NA,"No"
9035,"Slither","2006-03-31",4.2748,6.54,1701,15000000,12834936,96,NA,NA,NA,NA,"No"
321013,"Tokyo Strangler","2006-06-09",4.2635,4.6,7,30000,0,62,NA,NA,NA,NA,"No"
16007,"Death Note","2006-06-17",4.2512,7.059,783,20000000,29667169,126,NA,NA,NA,NA,"No"
9767,"The Break-Up","2006-06-01",4.2428,5.9,2818,52000000,205700000,106,NA,NA,NA,NA,"No"
773,"Little Miss Sunshine","2006-07-26",4.1876,7.692,7808,8000000,100523351,102,NA,NA,NA,NA,"No"
1381,"The Fountain","2006-11-22",4.1804,6.908,3076,35000000,15304890,96,NA,NA,NA,NA,"No"
9708,"The Wicker Man","2006-08-31",4.1761,4.351,1410,40000000,38805380,102,NA,NA,NA,NA,"No"
214,"Saw III","2006-10-26",4.1288,6.418,4912,10000000,164874275,108,NA,NA,NA,NA,"No"
1247,"The Good Shepherd","2006-12-11",4.1214,6.352,1284,85000000,100266865,167,NA,NA,NA,NA,"No"
2044,"The Lake House","2006-06-16",4.1162,7.031,2957,40000000,114830111,99,NA,NA,NA,NA,"No"
18861,"Naruto the Movie: Guardians of the Crescent Moon Kingdom","2006-08-05",4.0864,7.1,483,0,3200000,95,NA,NA,NA,NA,"No"
42324,"My Wife Is a Gangster 3","2006-12-28",3.9446,5.9,52,9000000,0,115,NA,NA,NA,NA,"No"
3683,"Flags of Our Fathers","2006-10-19",3.9437,6.855,2009,90000000,65900249,135,NA,NA,NA,NA,"No"
326,"Snakes on a Plane","2006-08-17",3.9105,5.481,1965,33000000,62022014,105,NA,NA,NA,NA,"No"
10010,"Brother Bear 2","2006-08-17",3.9015,6.656,1556,0,0,73,NA,NA,NA,NA,"No"
13002,"Barbie in the 12 Dancing Princesses","2006-09-19",3.886,7.599,1242,0,0,83,NA,NA,NA,NA,"No"
1440,"Little Children","2006-10-06",3.8781,7.078,1136,26000000,14821658,137,NA,NA,NA,NA,"No"
9053,"DOA: Dead or Alive","2006-09-07",3.8727,5.254,910,21000000,7600000,87,NA,NA,NA,NA,"No"
15255,"Undisputed II: Last Man Standing","2006-04-11",3.858,7.352,913,8000000,7.1e+07,93,NA,NA,NA,NA,"No"
9906,"The Ant Bully","2006-07-28",3.8219,5.8,1460,50000000,55200000,89,NA,NA,NA,NA,"No"
1887,"Marie Antoinette","2006-05-24",3.8193,6.702,2947,40000000,60917189,123,NA,NA,NA,NA,"No"
186058,"Lady Red Rose","2006-05-27",3.7663,4.7,3,0,0,70,NA,NA,NA,NA,"No"
9904,"The Wild","2006-04-06",3.75,5.546,1126,80000000,102338515,82,NA,NA,NA,NA,"No"
7516,"Smokin' Aces","2006-12-09",3.6961,6.486,1823,17000000,57103895,109,NA,NA,NA,NA,"No"
3093,"Basic Instinct 2","2006-03-29",3.6937,4.986,835,70000000,38629478,116,NA,NA,NA,NA,"No"
9829,"United 93","2006-04-28",3.6525,7.107,1629,15000000,76300000,111,NA,NA,NA,NA,"No"
10947,"High School Musical","2006-01-20",3.6119,6.5,4774,4200000,3746,98,NA,NA,NA,NA,"No"
9766,"Gridiron Gang","2006-09-15",3.596,7.05,1086,30000000,41500000,125,NA,NA,NA,NA,"No"
1251,"Letters from Iwo Jima","2006-12-09",3.5738,7.478,2263,19000000,68673228,141,NA,NA,NA,NA,"No"
36239,"Slaughtered Vomit Dolls","2006-02-14",3.5645,3.949,117,100000,0,71,NA,NA,NA,NA,"No"
2062,"Ratatouille","2007-06-28",17.0412,7.839,18396,150000000,623726000,111,NA,NA,NA,NA,"No"
559,"Spider-Man 3","2007-05-01",15.8492,6.455,15141,258000000,894983373,139,NA,NA,NA,NA,"No"
675,"Harry Potter and the Order of the Phoenix","2007-07-08",14.6868,7.671,20720,150000000,938212738,138,NA,NA,NA,NA,"No"
285,"Pirates of the Caribbean: At World's End","2007-05-19",13.9221,7.266,15383,300000000,961691209,169,NA,NA,NA,NA,"No"
4588,"Lust, Caution","2007-09-24",11.8753,7.266,795,15000000,67100000,158,NA,NA,NA,NA,"No"
1265,"Bridge to Terabithia","2007-02-15",11.4741,7.309,5193,60000000,137587063,95,NA,NA,NA,NA,"No"
6977,"No Country for Old Men","2007-11-09",11.2532,7.95,13232,25000000,171627166,122,"2007(80th)","No Country for Old Men","Scott Rudin, Joel Coen, and Ethan Coen",2007,"Yes"
6615,"Lars and the Real Girl","2007-10-12",11.2209,7.198,2052,12000000,11293663,107,NA,NA,NA,NA,"No"
6479,"I Am Legend","2007-12-12",11.0453,7.21,16759,150000000,585410052,101,NA,NA,NA,NA,"No"
7485,"Shooter","2007-03-22",10.4452,7.118,5414,61000000,95700000,124,NA,NA,NA,NA,"No"
9757,"Norbit","2007-02-08",10.4264,5.666,2580,10000000,159814490,102,NA,NA,NA,NA,"No"
13186,"Wrong Turn 2: Dead End","2007-08-25",10.266,6.13,1530,4000000,0,97,NA,NA,NA,NA,"No"
838365,"Cloud","2007-06-27",10.0277,1,2,0,0,0,NA,NA,NA,NA,"No"
1271,"300","2007-03-07",9.5029,7.197,14664,65000000,456082343,117,NA,NA,NA,NA,"No"
1949,"Zodiac","2007-03-02",9.2425,7.529,11497,65000000,84785914,157,NA,NA,NA,NA,"No"
810,"Shrek the Third","2007-05-17",9.1666,6.306,9737,160000000,813367380,93,NA,NA,NA,NA,"No"
56552,"The Valley of Light","2007-01-28",9.1245,6.477,22,0,0,97,NA,NA,NA,NA,"No"
8363,"Superbad","2007-08-17",9.0476,7.261,8036,20000000,170800000,113,NA,NA,NA,NA,"No"
1250,"Ghost Rider","2007-01-15",8.5125,5.591,6419,110000000,228738393,114,NA,NA,NA,NA,"No"
7345,"There Will Be Blood","2007-12-26",8.1723,8.076,7393,25000000,77208711,158,NA,NA,NA,NA,"No"
5174,"Rush Hour 3","2007-08-08",7.9474,6.487,3690,140000000,258097122,90,NA,NA,NA,NA,"No"
4982,"American Gangster","2007-11-02",7.9222,7.589,6000,100000000,269755430,157,NA,NA,NA,NA,"No"
30112,"Lost in Beijing","2007-09-26",7.679,6.6,62,0,5095696,112,NA,NA,NA,NA,"No"
5915,"Into the Wild","2007-09-21",7.5958,7.797,10099,15000000,56255142,148,NA,NA,NA,NA,"No"
6477,"Alvin and the Chipmunks","2007-12-13",7.5794,5.833,4721,60000000,361366633,92,NA,NA,NA,NA,"No"
5559,"Bee Movie","2007-10-28",7.4911,6.037,5234,150000000,287594577,91,NA,NA,NA,NA,"No"
4347,"Atonement","2007-02-27",7.426,7.635,4677,30000000,131016624,123,NA,NA,NA,NA,"No"
1562,"28 Weeks Later","2007-04-26",7.3906,6.6,5523,15000000,72304846,99,NA,NA,NA,NA,"No"
2270,"Stardust","2007-08-10",7.2966,7.288,4422,70000000,137500000,127,NA,NA,NA,NA,"No"
440,"Aliens vs Predator: Requiem","2007-12-25",7.2485,5.179,3296,40000000,130290885,94,NA,NA,NA,NA,"No"
38142,"5 Centimeters per Second","2007-03-03",7.1673,7.291,2140,5000000,548192,63,NA,NA,NA,NA,"No"
35,"The Simpsons Movie","2007-07-25",6.8345,7.021,8517,75000000,527068851,87,NA,NA,NA,NA,"No"
2503,"The Bourne Ultimatum","2007-08-03",6.8295,7.436,8325,70000000,442824138,115,NA,NA,NA,NA,"No"
14324,"Virgin Territory","2007-12-17",6.7494,4.9,367,38000000,5410749,93,NA,NA,NA,NA,"No"
4638,"Hot Fuzz","2007-02-14",6.5976,7.564,8286,12000000,80600000,121,NA,NA,NA,NA,"No"
4523,"Enchanted","2007-11-20",6.582,6.84,5685,85000000,340487652,107,NA,NA,NA,NA,"No"
5876,"The Mist","2007-11-21",6.4499,6.943,5798,18000000,57470220,126,NA,NA,NA,NA,"No"
6145,"Fracture","2007-04-19",6.1742,7.261,4288,10000000,91354215,113,NA,NA,NA,NA,"No"
1738,"Next","2007-04-25",6.1552,6.127,3246,70000000,76066841,96,NA,NA,NA,NA,"No"
1267,"Meet the Robinsons","2007-03-23",6.1506,6.9,3107,150000000,169332978,95,NA,NA,NA,NA,"No"
